"row_names","FACTSET_FUND_ID","FS_PERM_SEC_ID","HOLDING","REPORT_DATE","TICKER_EXCHANGE","FREF_SECURITY_TYPE","Symbol","Company","ISSUE_TYPE","CAP_GROUP","PRIMARY_SIC_CODE","INDUSTRY_CODE","SECTOR_CODE"
"398782","04C27K-E","DF3K29-S-US","67014","2014-12-31","MSFT-NAS","SHARE","MSFT","000Q07-E","EQ","MEGA","7372","3310","3300"
"398783","04C27K-E","DF3K29-S-US","67056","2015-03-31","MSFT-NAS","SHARE","MSFT","000Q07-E","EQ","MEGA","7372","3310","3300"
"398784","04C27K-E","DF3K29-S-US","66970","2015-06-30","MSFT-NAS","SHARE","MSFT","000Q07-E","EQ","MEGA","7372","3310","3300"
"398785","04C27K-E","DF3K29-S-US","66913","2015-09-30","MSFT-NAS","SHARE","MSFT","000Q07-E","EQ","MEGA","7372","3310","3300"
"398786","04C27K-E","DF3K29-S-US","57005","2015-12-31","MSFT-NAS","SHARE","MSFT","000Q07-E","EQ","MEGA","7372","3310","3300"
"398787","04C27K-E","DF3K29-S-US","57078","2016-03-31","MSFT-NAS","SHARE","MSFT","000Q07-E","EQ","MEGA","7372","3310","3300"
"398788","04C27K-E","DF3K29-S-US","57018","2016-06-30","MSFT-NAS","SHARE","MSFT","000Q07-E","EQ","MEGA","7372","3310","3300"
"398789","04C27K-E","FXJMQV-S-US","30033","2006-12-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398790","04C27K-E","FXJMQV-S-US","29968","2007-03-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398791","04C27K-E","FXJMQV-S-US","29990","2007-06-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398792","04C27K-E","FXJMQV-S-US","30097","2007-09-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398793","04C27K-E","FXJMQV-S-US","29800","2007-12-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398794","04C27K-E","FXJMQV-S-US","30046","2008-03-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398795","04C27K-E","FXJMQV-S-US","29997","2008-06-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398796","04C27K-E","FXJMQV-S-US","29458","2008-09-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398797","04C27K-E","FXJMQV-S-US","29964","2008-12-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398798","04C27K-E","FXJMQV-S-US","29930","2009-03-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398799","04C27K-E","FXJMQV-S-US","29772","2009-06-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398800","04C27K-E","FXJMQV-S-US","29947","2009-09-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398801","04C27K-E","FXJMQV-S-US","29878","2009-12-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398802","04C27K-E","FXJMQV-S-US","30116","2010-03-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398803","04C27K-E","FXJMQV-S-US","29946","2010-06-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398804","04C27K-E","FXJMQV-S-US","30009","2010-09-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398805","04C27K-E","FXJMQV-S-US","30120","2010-12-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398806","04C27K-E","FXJMQV-S-US","29966","2011-03-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398807","04C27K-E","FXJMQV-S-US","30094","2011-06-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398808","04C27K-E","FXJMQV-S-US","30084","2011-09-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398809","04C27K-E","FXJMQV-S-US","30047","2011-12-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398810","04C27K-E","FXJMQV-S-US","29942","2012-03-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398811","04C27K-E","FXJMQV-S-US","30056","2012-06-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398812","04C27K-E","FXJMQV-S-US","30016","2012-09-30","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398813","04C27K-E","FXJMQV-S-US","32673","2012-12-31","QQQ-NAS","ETF_ETF","QQQ","06QC5T-E","ET","LARGE","6722","6010","6000"
"398814","04C27K-E","G5FWH0-S-US","22049","2011-09-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398815","04C27K-E","G5FWH0-S-US","22035","2011-12-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398816","04C27K-E","G5FWH0-S-US","21957","2012-03-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398817","04C27K-E","G5FWH0-S-US","22041","2012-06-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398818","04C27K-E","G5FWH0-S-US","23015","2012-09-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398819","04C27K-E","G5FWH0-S-US","13302","2012-12-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398820","04C27K-E","G5FWH0-S-US","23523","2014-03-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398821","04C27K-E","G5FWH0-S-US","18999","2014-06-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398822","04C27K-E","G5FWH0-S-US","25003","2014-09-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398823","04C27K-E","G5FWH0-S-US","21004","2014-12-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398824","04C27K-E","G5FWH0-S-US","16013","2015-03-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398825","04C27K-E","G5FWH0-S-US","15993","2015-06-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398826","04C27K-E","G5FWH0-S-US","22371","2015-09-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398827","04C27K-E","G5FWH0-S-US","27002","2015-12-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398828","04C27K-E","G5FWH0-S-US","27037","2016-03-31","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398829","04C27K-E","G5FWH0-S-US","27009","2016-06-30","DE-NYS","SHARE","DE","000FMM-E","EQ","LARGE","3523","1220","1200"
"398830","04C27K-E","H1F53H-S-US","4797","2014-03-31","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398831","04C27K-E","H1F53H-S-US","7022","2014-06-30","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398832","04C27K-E","H1F53H-S-US","6131","2014-09-30","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398833","04C27K-E","H1F53H-S-US","6132","2014-12-31","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398834","04C27K-E","H1F53H-S-US","8813","2015-03-31","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398835","04C27K-E","H1F53H-S-US","8801","2015-06-30","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398836","04C27K-E","H1F53H-S-US","9462","2015-09-30","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398837","04C27K-E","H1F53H-S-US","9475","2015-12-31","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398838","04C27K-E","H1F53H-S-US","9487","2016-03-31","DVMT-NYS","SHARE","DVMT","0GGD8K-E","EQ","LARGE","3571","1340","1300"
"398839","04C27K-E","JS65V9-S-US","9530","2006-12-31","RIG-NYS","SHARE","RIG","00BN44-E","EQ","MID","1381","3105","3100"
"398840","04C27K-E","JS65V9-S-US","9507","2007-03-31","RIG-NYS","SHARE","RIG","00BN44-E","EQ","MID","1381","3105","3100"
"398841","04C27K-E","JS65V9-S-US","9514","2007-06-30","RIG-NYS","SHARE","RIG","00BN44-E","EQ","MID","1381","3105","3100"
"398842","04C27K-E","JS65V9-S-US","9540","2007-09-30","RIG-NYS","SHARE","RIG","00BN44-E","EQ","MID","1381","3105","3100"
"398843","04C27K-E","K14DFC-S-US","35140","2010-12-31","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398844","04C27K-E","K14DFC-S-US","34961","2011-03-31","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398845","04C27K-E","K14DFC-S-US","35110","2011-06-30","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398846","04C27K-E","K14DFC-S-US","35056","2011-09-30","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398847","04C27K-E","K14DFC-S-US","76058","2014-03-31","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398848","04C27K-E","K14DFC-S-US","63998","2014-06-30","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398849","04C27K-E","K14DFC-S-US","64008","2014-09-30","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398850","04C27K-E","K14DFC-S-US","64013","2014-12-31","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398851","04C27K-E","K14DFC-S-US","51043","2015-03-31","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398852","04C27K-E","K14DFC-S-US","50977","2015-06-30","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398853","04C27K-E","K14DFC-S-US","50934","2015-09-30","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398854","04C27K-E","K14DFC-S-US","51005","2015-12-31","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398855","04C27K-E","K14DFC-S-US","51069","2016-03-31","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398856","04C27K-E","K14DFC-S-US","51016","2016-06-30","CSCO-NAS","SHARE","CSCO","000DS6-E","EQ","MEGA","3661","1352","1300"
"398857","04C27K-E","MT931R-S-US","13677","2012-12-31","OXY-NYS","SHARE","OXY","000SSF-E","EQ","MEGA","1311","2105","2100"
"398858","04C27K-E","MT931R-S-US","9996","2015-06-30","OXY-NYS","SHARE","OXY","000SSF-E","EQ","MEGA","1311","2105","2100"
"398859","04C27K-E","MT931R-S-US","14981","2015-09-30","OXY-NYS","SHARE","OXY","000SSF-E","EQ","MEGA","1311","2105","2100"
"398860","04C27K-E","MT931R-S-US","10001","2015-12-31","OXY-NYS","SHARE","OXY","000SSF-E","EQ","MEGA","1311","2105","2100"
"398861","04C27K-E","MT931R-S-US","10014","2016-03-31","OXY-NYS","SHARE","OXY","000SSF-E","EQ","MEGA","1311","2105","2100"
"398862","04C27K-E","PJSZYL-S-US","32095","2008-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398863","04C27K-E","PJSZYL-S-US","31980","2008-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398864","04C27K-E","PJSZYL-S-US","62846","2008-09-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398865","04C27K-E","PJSZYL-S-US","63924","2008-12-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398866","04C27K-E","PJSZYL-S-US","63851","2009-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398867","04C27K-E","PJSZYL-S-US","63513","2009-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398868","04C27K-E","PJSZYL-S-US","63886","2009-09-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398869","04C27K-E","PJSZYL-S-US","63740","2009-12-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398870","04C27K-E","PJSZYL-S-US","64247","2010-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398871","04C27K-E","PJSZYL-S-US","63885","2010-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398872","04C27K-E","PJSZYL-S-US","64019","2010-09-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398873","04C27K-E","PJSZYL-S-US","64256","2010-12-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398874","04C27K-E","PJSZYL-S-US","63928","2011-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398875","04C27K-E","PJSZYL-S-US","64201","2011-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398876","04C27K-E","PJSZYL-S-US","74148","2011-09-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398877","04C27K-E","PJSZYL-S-US","74117","2011-12-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398878","04C27K-E","PJSZYL-S-US","73843","2012-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398879","04C27K-E","PJSZYL-S-US","74137","2012-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398880","04C27K-E","PJSZYL-S-US","94140","2012-09-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398881","04C27K-E","PJSZYL-S-US","102443","2012-12-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398882","04C27K-E","PJSZYL-S-US","105087","2014-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398883","04C27K-E","PJSZYL-S-US","94997","2014-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398884","04C27K-E","PJSZYL-S-US","75009","2014-09-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398885","04C27K-E","PJSZYL-S-US","75015","2014-12-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398886","04C27K-E","PJSZYL-S-US","65055","2015-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398887","04C27K-E","PJSZYL-S-US","64971","2015-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398888","04C27K-E","PJSZYL-S-US","79896","2015-09-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398889","04C27K-E","PJSZYL-S-US","80007","2015-12-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398890","04C27K-E","PJSZYL-S-US","80109","2016-03-31","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398891","04C27K-E","PJSZYL-S-US","80025","2016-06-30","INTC-NAS","SHARE","INTC","000N01-E","EQ","MEGA","3674","1305","1300"
"398892","04C27K-E","PQJ6YX-S-US","31958","2015-09-30","T-NYS","SHARE","T","069J8N-E","EQ","MEGA","4813","4905","4900"
"398893","04C27K-E","PQJ6YX-S-US","32003","2015-12-31","T-NYS","SHARE","T","069J8N-E","EQ","MEGA","4813","4905","4900"
"398894","04C27K-E","PQJ6YX-S-US","32044","2016-03-31","T-NYS","SHARE","T","069J8N-E","EQ","MEGA","4813","4905","4900"
"398895","04C27K-E","PQJ6YX-S-US","32010","2016-06-30","T-NYS","SHARE","T","069J8N-E","EQ","MEGA","4813","4905","4900"
"398896","04C27K-E","R17LLM-S-US","28038","2006-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398897","04C27K-E","R17LLM-S-US","39988","2007-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398898","04C27K-E","R17LLM-S-US","34001","2007-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398899","04C27K-E","R17LLM-S-US","34102","2007-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398900","04C27K-E","R17LLM-S-US","33760","2007-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398901","04C27K-E","R17LLM-S-US","34073","2008-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398902","04C27K-E","R17LLM-S-US","33983","2008-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398903","04C27K-E","R17LLM-S-US","33394","2008-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398904","04C27K-E","R17LLM-S-US","33960","2008-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398905","04C27K-E","R17LLM-S-US","33921","2009-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398906","04C27K-E","R17LLM-S-US","22825","2009-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398907","04C27K-E","R17LLM-S-US","17968","2009-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398908","04C27K-E","R17LLM-S-US","17927","2009-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398909","04C27K-E","R17LLM-S-US","18069","2010-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398910","04C27K-E","R17LLM-S-US","17968","2010-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398911","04C27K-E","R17LLM-S-US","18005","2010-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398912","04C27K-E","R17LLM-S-US","18072","2010-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398913","04C27K-E","R17LLM-S-US","17980","2011-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398914","04C27K-E","R17LLM-S-US","18057","2011-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398915","04C27K-E","R17LLM-S-US","18040","2011-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398916","04C27K-E","R17LLM-S-US","18028","2011-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398917","04C27K-E","R17LLM-S-US","17965","2012-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398918","04C27K-E","R17LLM-S-US","18033","2012-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398919","04C27K-E","R17LLM-S-US","18007","2012-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398920","04C27K-E","R17LLM-S-US","14131","2012-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398921","04C27K-E","R17LLM-S-US","12012","2014-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398922","04C27K-E","R17LLM-S-US","12000","2014-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398923","04C27K-E","R17LLM-S-US","12001","2014-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398924","04C27K-E","R17LLM-S-US","10002","2014-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398925","04C27K-E","R17LLM-S-US","10008","2015-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398926","04C27K-E","R17LLM-S-US","9996","2015-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398927","04C27K-E","R17LLM-S-US","9987","2015-09-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398928","04C27K-E","R17LLM-S-US","10001","2015-12-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398929","04C27K-E","R17LLM-S-US","10014","2016-03-31","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398930","04C27K-E","R17LLM-S-US","10003","2016-06-30","MMM-NYS","SHARE","MMM","000Q29-E","EQ","MEGA","3291","1255","1200"
"398931","04C27K-E","R85KLC-S-US","14070","2012-12-31","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398932","04C27K-E","R85KLC-S-US","28728","2014-03-31","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398933","04C27K-E","R85KLC-S-US","28699","2014-06-30","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398934","04C27K-E","R85KLC-S-US","28703","2014-09-30","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398935","04C27K-E","R85KLC-S-US","26205","2014-12-31","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398936","04C27K-E","R85KLC-S-US","24020","2015-03-31","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398937","04C27K-E","R85KLC-S-US","23989","2015-06-30","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398938","04C27K-E","R85KLC-S-US","23969","2015-09-30","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398939","04C27K-E","R85KLC-S-US","24002","2015-12-31","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398940","04C27K-E","R85KLC-S-US","30041","2016-03-31","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398941","04C27K-E","R85KLC-S-US","30009","2016-06-30","AAPL-NAS","SHARE","AAPL","000C7F-E","EQ","MEGA","3669","1320","1300"
"398942","04C27K-E","RCF8NW-S-US","14011","2006-12-31","ROK-NYS","SHARE","ROK","000VJS-E","EQ","LARGE","3625","1210","1200"
"398943","04C27K-E","RCF8NW-S-US","13985","2007-03-31","ROK-NYS","SHARE","ROK","000VJS-E","EQ","LARGE","3625","1210","1200"
"398944","04C27K-E","RWC9XJ-S-US","14026","2012-06-30","PG-NYS","SHARE","PG","000TRY-E","EQ","MEGA","2841","2435","2400"
"398945","04C27K-E","S48T3X-S-US","17968","2012-12-31","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398946","04C27K-E","S48T3X-S-US","20020","2014-03-31","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398947","04C27K-E","S48T3X-S-US","15999","2014-06-30","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398948","04C27K-E","S48T3X-S-US","14002","2014-09-30","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398949","04C27K-E","S48T3X-S-US","14003","2014-12-31","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398950","04C27K-E","S48T3X-S-US","24020","2015-03-31","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398951","04C27K-E","S48T3X-S-US","23989","2015-06-30","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398952","04C27K-E","S48T3X-S-US","23969","2015-09-30","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398953","04C27K-E","S48T3X-S-US","24002","2015-12-31","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398954","04C27K-E","S48T3X-S-US","24033","2016-03-31","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398955","04C27K-E","S48T3X-S-US","24008","2016-06-30","CAT-NYS","SHARE","CAT","000DFY-E","EQ","MEGA","3531","1220","1200"
"398956","04C27K-E","S5G28Y-S-US","26004","2014-06-30","EBAY-NAS","SHARE","EBAY","0024V8-E","EQ","LARGE","5961","3450","3400"
"398957","04C27K-E","S5G28Y-S-US","26043","2014-09-30","EBAY-NAS","SHARE","EBAY","0024V8-E","EQ","LARGE","5961","3450","3400"
"398958","04C27K-E","STV928-S-US","45009","2014-12-31","CBI-NYS","SHARE","CBI","001FWR-E","EQ","MID","8711","3115","3100"
"398959","04C27K-E","STV928-S-US","45038","2015-03-31","CBI-NYS","SHARE","CBI","001FWR-E","EQ","MID","8711","3115","3100"
"398960","04C27K-E","STV928-S-US","41481","2015-06-30","CBI-NYS","SHARE","CBI","001FWR-E","EQ","MID","8711","3115","3100"
"398961","04C27K-E","STV928-S-US","59423","2015-09-30","CBI-NYS","SHARE","CBI","001FWR-E","EQ","MID","8711","3115","3100"
"398962","04C27K-E","STV928-S-US","59505","2015-12-31","CBI-NYS","SHARE","CBI","001FWR-E","EQ","MID","8711","3115","3100"
"398963","04C27K-E","STV928-S-US","59581","2016-03-31","CBI-NYS","SHARE","CBI","001FWR-E","EQ","MID","8711","3115","3100"
"398964","04C27K-E","STV928-S-US","59519","2016-06-30","CBI-NYS","SHARE","CBI","001FWR-E","EQ","MID","8711","3115","3100"
"398965","04C27K-E","SZF3KC-S-US","11020","2012-06-30","SLB-NYS","SHARE","SLB","0015N4-E","EQ","MEGA","1389","3110","3100"
