"","Symbol","Year","Count"
"4705","GFF","2014",4
"4706","GFGFQ","2008",4
"4707","GFI","2006",4
"4708","GFI","2007",4
"4709","GFI","2008",4
"4710","GFI","2009",4
"4711","GFI","2011",4
"4712","GFI","2012",4
"4713","GFI","2013",4
"4714","GFSI","2006",4
"4715","GFSI","2007",4
"4716","GFSI","2008",4
"4717","GFY","2006",4
"4718","GFY","2007",4
"4719","GFY","2008",4
"4720","GFY","2009",4
"4721","GFY","2010",4
"4722","GFY","2011",4
"4723","GGA","2008",4
"4724","GGB","2014",4
"4725","GGE","2010",4
"4726","GGG","2006",4
"4727","GGG","2007",4
"4728","GGG","2008",4
"4729","GGG","2009",4
"4730","GGG","2010",4
"4731","GGG","2011",4
"4732","GGG","2012",4
"4733","GGG","2013",4
"4734","GGG","2014",4
"4735","GGN","2007",4
"4736","GGN","2010",4
"4737","GGP","2008",4
"4738","GGP","2010",4
"4739","GGP","2011",4
"4740","GGP","2012",4
"4741","GGP","2013",4
"4742","GGP","2014",4
"4743","GGT","2006",4
"4744","GGT","2007",4
"4745","GGT","2008",4
"4746","GGT","2009",4
"4747","GGT","2010",4
"4748","GGT","2011",4
"4749","GGT","2012",4
"4750","GGT","2013",4
"4751","GGT","2014",4
"4752","GHC","2006",4
"4753","GHC","2007",4
"4754","GHC","2008",4
"4755","GHC","2009",4
"4756","GHC","2010",4
"4757","GHC","2011",4
"4758","GHC","2012",4
"4759","GHC","2013",4
"4760","GHC","2014",4
"4761","GI","2006",4
"4762","GIG","2006",4
"4763","GIG","2007",4
"4764","GIG","2008",4
"4765","GIGM","2008",4
"4766","GIII","2006",4
"4767","GIII","2008",4
"4768","GIL","2009",4
"4769","GIL","2010",4
"4770","GILD","2007",4
"4771","GILD","2008",4
"4772","GILD","2009",4
"4773","GILD","2010",4
"4774","GILD","2011",4
"4775","GILD","2013",4
"4776","GILD","2014",4
"4777","GILT","2013",4
"4778","GILT","2014",4
"4779","GIS","2006",4
"4780","GIS","2007",4
"4781","GIS","2008",4
"4782","GIS","2009",4
"4783","GIS","2010",4
"4784","GIS","2011",4
"4785","GIS","2012",4
"4786","GIS","2013",4
"4787","GIS","2014",4
"4788","GIVN","2012",4
"4789","GIVN","2013",4
"4790","GKIS","2006",4
"4791","GLBL","2008",4
"4792","GLCH","2013",4
"4793","GLDC","2006",4
"4794","GLDC","2008",4
"4795","GLDD","2013",4
"4796","GLDD","2014",4
"4797","GLDN","2006",4
"4798","GLDN","2007",4
"4799","GLF","2006",4
"4800","GLF","2007",4
"4801","GLG","2007",4
"4802","GLG","2008",4
"4803","GLH","2006",4
"4804","GLO","2008",4
"4805","GLO","2009",4
"4806","GLO","2010",4
"4807","GLO","2011",4
"4808","GLO","2012",4
"4809","GLO","2013",4
"4810","GLO","2014",4
"4811","GLPI","2014",4
"4812","GLPW","2011",4
"4813","GLPW","2012",4
"4814","GLPW","2013",4
"4815","GLPW","2014",4
"4816","GLQ","2013",4
"4817","GLQ","2014",4
"4818","GLRE","2008",4
"4819","GLRE","2009",4
"4820","GLRE","2010",4
"4821","GLU","2006",4
"4822","GLU","2007",4
"4823","GLU","2008",4
"4824","GLU","2009",4
"4825","GLU","2010",4
"4826","GLU","2011",4
"4827","GLU","2012",4
"4828","GLU","2013",4
"4829","GLU","2014",4
"4830","GLUU","2010",4
"4831","GLUU","2012",4
"4832","GLW","2006",4
"4833","GLW","2007",4
"4834","GLW","2008",4
"4835","GLW","2009",4
"4836","GLW","2010",4
"4837","GLW","2011",4
"4838","GLW","2012",4
"4839","GLW","2013",4
"4840","GLW","2014",4
"4841","GLYE","2014",4
"4842","GLYT","2006",4
"4843","GLYT","2007",4
"4844","GM","2011",4
"4845","GM","2012",4
"4846","GM","2013",4
"4847","GM","2014",4
"4848","GME","2008",4
"4849","GMO","2009",4
"4850","GMT","2014",4
"4851","GMXRQ","2006",4
"4852","GMXRQ","2007",4
"4853","GNC","2013",4
"4854","GNC","2014",4
"4855","GNCMA","2006",4
"4856","GNCMA","2007",4
"4857","GNCMA","2008",4
"4858","GNCMA","2009",4
"4859","GNK","2014",4
"4860","GNSYY","2006",4
"4861","GNTX","2012",4
"4862","GNTX","2013",4
"4863","GNTX","2014",4
"4864","GNW","2006",4
"4865","GNW","2011",4
"4866","GNW","2012",4
"4867","GOGO","2014",4
"4868","GOLD","2006",4
"4869","GOLD","2007",4
"4870","GOLD","2008",4
"4871","GOLD","2009",4
"4872","GOLD","2011",4
"4873","GOLD","2012",4
"4874","GOLD","2013",4
"4875","GOLD","2014",4
"4876","GOLF","2010",4
"4877","GOLF","2011",4
"4878","GOOGL","2006",4
"4879","GOOGL","2007",4
"4880","GOOGL","2008",4
"4881","GOOGL","2009",4
"4882","GOOGL","2010",4
"4883","GOOGL","2011",4
"4884","GOOGL","2012",4
"4885","GOOGL","2013",4
"4886","GOOGL","2014",4
"4887","GOTTQ","2006",4
"4888","GPC","2006",4
"4889","GPC","2007",4
"4890","GPC","2008",4
"4891","GPC","2009",4
"4892","GPC","2010",4
"4893","GPC","2011",4
"4894","GPC","2012",4
"4895","GPC","2013",4
"4896","GPC","2014",4
"4897","GPM","2008",4
"4898","GPM","2009",4
"4899","GPN","2007",4
"4900","GPN","2008",4
"4901","GPN","2012",4
"4902","GPN","2014",4
"4903","GPOR","2011",4
"4904","GPOR","2014",4
"4905","GPRE","2014",4
"4906","GPS","2006",4
"4907","GPS","2007",4
"4908","GPS","2009",4
"4909","GPS","2010",4
"4910","GPS","2014",4
"4911","GPT","2006",4
"4912","GPX","2007",4
"4913","GPX","2009",4
"4914","GQN","2008",4
"4915","GR","2006",4
"4916","GR","2007",4
"4917","GR","2008",4
"4918","GR","2009",4
"4919","GR","2011",4
"4920","GRA","2010",4
"4921","GRA","2013",4
"4922","GRB","2006",4
"4923","GRB","2007",4
"4924","GRB","2008",4
"4925","GRB","2009",4
"4926","GRB","2010",4
"4927","GRBEQ","2007",4
"4928","GRBK","2008",4
"4929","GRBK","2009",4
"4930","GRBK","2010",4
"4931","GRBK","2011",4
"4932","GRBK","2012",4
"4933","GRBK","2013",4
"4934","GRBK","2014",4
"4935","GRC","2006",4
"4936","GRC","2007",4
"4937","GRC","2008",4
"4938","GRC","2009",4
"4939","GRC","2010",4
"4940","GRC","2011",4
"4941","GRC","2012",4
"4942","GRC","2013",4
"4943","GRC","2014",4
"4944","GRDCY","2006",4
"4945","GRDCY","2007",4
"4946","GRDCY","2008",4
"4947","GRE","2008",4
"4948","GRF","2014",4
"4949","GRFS","2011",4
"4950","GRFS","2012",4
"4951","GRFS","2013",4
"4952","GRFS","2014",4
"4953","GRIF","2006",4
"4954","GRIF","2007",4
"4955","GRIF","2008",4
"4956","GRIF","2009",4
"4957","GRIF","2010",4
"4958","GRIF","2011",4
"4959","GRIF","2012",4
"4960","GRIF","2013",4
"4961","GRIF","2014",4
"4962","GRPN","2013",4
"4963","GRT","2006",4
"4964","GRT","2007",4
"4965","GRT","2008",4
"4966","GRT","2009",4
"4967","GRT","2010",4
"4968","GRX","2008",4
"4969","GRX","2009",4
"4970","GRX","2010",4
"4971","GRX","2012",4
"4972","GRX","2014",4
"4973","GS","2006",4
"4974","GS","2007",4
"4975","GS","2008",4
"4976","GS","2009",4
"4977","GS","2010",4
"4978","GS","2011",4
"4979","GS","2012",4
"4980","GS","2013",4
"4981","GS","2014",4
"4982","GSIG","2009",4
"4983","GSIG","2010",4
"4984","GSIG","2011",4
"4985","GSIG","2012",4
"4986","GSIG","2013",4
"4987","GSIG","2014",4
"4988","GSIT","2011",4
"4989","GSIT","2013",4
"4990","GSIT","2014",4
"4991","GSK","2006",4
"4992","GSK","2007",4
"4993","GSK","2008",4
"4994","GSK","2009",4
"4995","GSK","2010",4
"4996","GSL","2007",4
"4997","GSL","2008",4
"4998","GSL","2013",4
"4999","GSL","2014",4
"5000","GSLA","2008",4
"5001","GSLA","2009",4
"5002","GSLA","2010",4
"5003","GSOL","2006",4
"5004","GSOL","2007",4
"5005","GSOL","2008",4
"5006","GSOL","2009",4
"5007","GSOL","2010",4
"5008","GSOL","2011",4
"5009","GSOL","2012",4
"5010","GSOL","2013",4
"5011","GSOL","2014",4
"5012","GSS","2006",4
"5013","GT","2008",4
"5014","GT","2010",4
"5015","GT","2013",4
"5016","GT","2014",4
"5017","GTE","2011",4
"5018","GTI","2006",4
"5019","GTI","2007",4
"5020","GTI","2008",4
"5021","GTI","2009",4
"5022","GTI","2010",4
"5023","GTI","2011",4
"5024","GTI","2012",4
"5025","GTI","2013",4
"5026","GTI","2014",4
"5027","GTMAY","2006",4
"5028","GTMAY","2007",4
"5029","GTMAY","2008",4
"5030","GTMAY","2009",4
"5031","GTS","2008",4
"5032","GTSI","2011",4
"5033","GTT","2014",4
"5034","GTWN","2013",4
"5035","GTWN","2014",4
"5036","GUID","2011",4
"5037","GUID","2012",4
"5038","GUID","2013",4
"5039","GUID","2014",4
"5040","GULTU","2011",4
"5041","GULTU","2012",4
"5042","GURE","2010",4
"5043","GUT","2006",4
"5044","GUT","2007",4
"5045","GUT","2008",4
"5046","GUT","2009",4
"5047","GUT","2010",4
"5048","GUT","2011",4
"5049","GUT","2012",4
"5050","GUT","2013",4
"5051","GUT","2014",4
"5052","GVHR","2006",4
"5053","GVHR","2007",4
"5054","GVHR","2008",4
"5055","GVP","2006",4
"5056","GVP","2007",4
"5057","GVP","2008",4
"5058","GVP","2009",4
"5059","GVP","2010",4
"5060","GVP","2011",4
"5061","GVP","2012",4
"5062","GVP","2013",4
"5063","GVP","2014",4
"5064","GXDX","2009",4
"5065","GXDX","2010",4
"5066","GXP","2006",4
"5067","GXP","2007",4
"5068","GXP","2008",4
"5069","GXP","2009",4
"5070","GXP","2010",4
"5071","GXP","2011",4
"5072","GXP","2012",4
"5073","GXP","2013",4
"5074","GXP","2014",4
"5075","GYI","2006",4
"5076","GYI","2007",4
"5077","GYRO","2006",4
"5078","GYRO","2007",4
"5079","GYRO","2008",4
"5080","GYRO","2009",4
"5081","GYRO","2010",4
"5082","GYRO","2011",4
"5083","GYRO","2012",4
"5084","H","2011",4
"5085","H","2012",4
"5086","H","2013",4
"5087","H","2014",4
"5088","HA","2011",4
"5089","HA","2012",4
"5090","HA","2013",4
"5091","HA","2014",4
"5092","HAIN","2006",4
"5093","HAIN","2007",4
"5094","HAIN","2008",4
"5095","HAIN","2009",4
"5096","HAIN","2010",4
"5097","HAIN","2011",4
"5098","HAIN","2012",4
"5099","HAIN","2013",4
"5100","HAIN","2014",4
"5101","HAL","2006",4
"5102","HAL","2007",4
"5103","HAL","2008",4
"5104","HAL","2009",4
"5105","HAL","2010",4
"5106","HAL","2011",4
"5107","HAL","2012",4
"5108","HAL","2013",4
"5109","HAL","2014",4
"5110","HALL","2006",4
"5111","HALL","2010",4
"5112","HALO","2006",4
"5113","HALO","2007",4
"5114","HALO","2011",4
"5115","HAMP","2013",4
"5116","HAMP","2014",4
"5117","HAR","2006",4
"5118","HAR","2007",4
"5119","HAR","2008",4
"5120","HAR","2009",4
"5121","HAR","2010",4
"5122","HAR","2011",4
"5123","HAR","2012",4
"5124","HAR","2013",4
"5125","HAR","2014",4
"5126","HAS","2008",4
"5127","HAWK","2014",4
"5128","HAYN","2013",4
"5129","HAYN","2014",4
"5130","HAYZQ","2006",4
"5131","HAYZQ","2007",4
"5132","HAYZQ","2008",4
"5133","HBAN","2006",4
"5134","HBAN","2007",4
"5135","HBAN","2008",4
"5136","HBAN","2013",4
"5137","HBAN","2014",4
"5138","HBI","2007",4
"5139","HBI","2008",4
"5140","HBI","2009",4
"5141","HBI","2010",4
"5142","HBI","2011",4
"5143","HBI","2012",4
"5144","HBI","2013",4
"5145","HBI","2014",4
"5146","HBK","2013",4
"5147","HBK","2014",4
"5148","HBNC","2008",4
"5149","HBNC","2013",4
"5150","HBNC","2014",4
"5151","HBP","2006",4
"5152","HBP","2007",4
"5153","HBP","2008",4
"5154","HCA","2011",4
"5155","HCA","2012",4
"5156","HCA","2013",4
"5157","HCA","2014",4
"5158","HCC","2008",4
"5159","HCKT","2006",4
"5160","HCKT","2007",4
"5161","HCNVQ","2008",4
"5162","HCOM","2012",4
"5163","HCOM","2014",4
"5164","HD","2006",4
"5165","HD","2007",4
"5166","HD","2008",4
"5167","HD","2009",4
"5168","HD","2010",4
"5169","HD","2011",4
"5170","HD","2012",4
"5171","HD","2013",4
"5172","HD","2014",4
"5173","HDIX","2008",4
"5174","HDIX","2009",4
"5175","HDS","2014",4
"5176","HDSN","2012",4
"5177","HE","2006",4
"5178","HE","2007",4
"5179","HE","2008",4
"5180","HE","2009",4
"5181","HE","2010",4
"5182","HE","2011",4
"5183","HE","2012",4
"5184","HE","2013",4
"5185","HE","2014",4
"5186","HEI","2006",4
"5187","HEI","2007",4
"5188","HEI","2008",4
"5189","HEI","2009",4
"5190","HEI","2014",4
"5191","HERO","2008",4
"5192","HERO","2012",4
"5193","HES","2006",4
"5194","HES","2007",4
"5195","HES","2008",4
"5196","HES","2009",4
"5197","HES","2010",4
"5198","HES","2011",4
"5199","HES","2012",4
"5200","HES","2013",4
"5201","HES","2014",4
"5202","HET","2006",4
"5203","HET","2007",4
"5204","HEVVQ","2010",4
"5205","HFBC","2012",4
"5206","HFBC","2013",4
"5207","HFBC","2014",4
"5208","HFBL","2012",4
"5209","HFBL","2013",4
"5210","HFBL","2014",4
"5211","HFC","2006",4
"5212","HFC","2007",4
"5213","HFC","2008",4
"5214","HFFC","2007",4
"5215","HFFC","2013",4
"5216","HFFC","2014",4
"5217","HGR","2007",4
"5218","HGR","2010",4
"5219","HH","2007",4
"5220","HH","2008",4
"5221","HH","2010",4
"5222","HH","2011",4
"5223","HH","2012",4
"5224","HH","2013",4
"5225","HH","2014",4
"5226","HHC","2011",4
"5227","HHC","2012",4
"5228","HHC","2013",4
"5229","HHC","2014",4
"5230","HHS","2006",4
"5231","HHS","2007",4
"5232","HHS","2008",4
"5233","HHS","2009",4
"5234","HIG","2006",4
"5235","HIG","2007",4
"5236","HIG","2008",4
"5237","HIG","2010",4
"5238","HIG","2011",4
"5239","HIG","2012",4
"5240","HIG","2013",4
"5241","HIG","2014",4
"5242","HIO","2014",4
"5243","HK","2008",4
"5244","HK","2009",4
"5245","HLF","2008",4
"5246","HLF","2013",4
"5247","HLF","2014",4
"5248","HLS","2007",4
"5249","HLS","2008",4
"5250","HLS","2009",4
"5251","HLT","2006",4
"5252","HLTOY","2006",4
"5253","HLTOY","2007",4
"5254","HLTOY","2008",4
"5255","HLTOY","2009",4
"5256","HLX","2006",4
"5257","HLX","2007",4
"5258","HLX","2008",4
"5259","HLYS","2009",4
"5260","HLYS","2010",4
"5261","HLYS","2011",4
"5262","HLYS","2012",4
"5263","HMC","2007",4
"5264","HME","2013",4
"5265","HMHC","2014",4
"5266","HMIN","2007",4
"5267","HMIN","2008",4
"5268","HMIN","2009",4
"5269","HMST","2011",4
"5270","HMST","2012",4
"5271","HMST","2013",4
"5272","HMY","2006",4
"5273","HMY","2007",4
"5274","HMY","2008",4
"5275","HMY","2009",4
"5276","HMY","2012",4
"5277","HMY","2013",4
"5278","HNH","2009",4
"5279","HNH","2010",4
"5280","HNH","2011",4
"5281","HNH","2012",4
"5282","HNH","2013",4
"5283","HNH","2014",4
"5284","HNP","2008",4
"5285","HNP","2009",4
"5286","HNT","2008",4
"5287","HNT","2009",4
"5288","HNT","2010",4
"5289","HNZ","2006",4
"5290","HNZ","2007",4
"5291","HNZ","2008",4
"5292","HNZ","2009",4
"5293","HNZ","2010",4
"5294","HNZ","2011",4
"5295","HNZ","2012",4
"5296","HOFT","2012",4
"5297","HOFT","2013",4
"5298","HOFT","2014",4
"5299","HOG","2006",4
"5300","HOG","2007",4
"5301","HOG","2008",4
"5302","HOG","2009",4
"5303","HOG","2010",4
"5304","HOG","2011",4
"5305","HOG","2012",4
"5306","HOG","2013",4
"5307","HOG","2014",4
"5308","HOLI","2010",4
"5309","HOLL","2006",4
"5310","HOLL","2007",4
"5311","HOLL","2008",4
"5312","HOLX","2009",4
"5313","HOLX","2014",4
"5314","HON","2006",4
"5315","HON","2007",4
"5316","HON","2008",4
"5317","HON","2009",4
"5318","HON","2010",4
"5319","HON","2011",4
"5320","HON","2012",4
"5321","HON","2013",4
"5322","HON","2014",4
"5323","HOS","2008",4
"5324","HOS","2011",4
"5325","HOT","2006",4
"5326","HOT","2007",4
"5327","HOT","2008",4
"5328","HOT","2009",4
"5329","HOT","2010",4
"5330","HOT","2011",4
"5331","HOT","2012",4
"5332","HOT","2013",4
"5333","HOT","2014",4
"5334","HOTT","2010",4
"5335","HOTT","2011",4
"5336","HOTT","2012",4
"5337","HOV","2013",4
"5338","HPQ","2006",4
"5339","HPQ","2007",4
"5340","HPQ","2008",4
"5341","HPQ","2009",4
"5342","HPQ","2010",4
"5343","HPQ","2011",4
"5344","HPQ","2012",4
"5345","HPQ","2013",4
"5346","HPQ","2014",4
"5347","HPT","2010",4
"5348","HPT","2013",4
"5349","HPT","2014",4
"5350","HPY","2010",4
"5351","HQH","2010",4
"5352","HQL","2008",4
"5353","HQL","2009",4
"5354","HQL","2010",4
"5355","HRB","2006",4
"5356","HRB","2007",4
"5357","HRB","2008",4
"5358","HRB","2009",4
"5359","HRB","2010",4
"5360","HRB","2011",4
"5361","HRB","2012",4
"5362","HRB","2013",4
"5363","HRB","2014",4
"5364","HRBN","2009",4
"5365","HRG","2014",4
"5366","HRH","2006",4
"5367","HRH","2007",4
"5368","HRL","2014",4
"5369","HRLY","2006",4
"5370","HRLY","2007",4
"5371","HRLY","2008",4
"5372","HRLY","2009",4
"5373","HRLY","2010",4
"5374","HRS","2006",4
"5375","HRS","2007",4
"5376","HRS","2008",4
"5377","HRS","2009",4
"5378","HRS","2010",4
"5379","HRS","2011",4
"5380","HRS","2012",4
"5381","HRS","2013",4
"5382","HRS","2014",4
"5383","HS","2007",4
"5384","HSBC","2008",4
"5385","HSBC","2009",4
"5386","HSC","2006",4
"5387","HSH","2006",4
"5388","HSH","2007",4
"5389","HSH","2008",4
"5390","HSH","2009",4
"5391","HSH","2010",4
"5392","HSH","2011",4
"5393","HSH","2012",4
"5394","HSH","2013",4
"5395","HSIC","2006",4
"5396","HSIC","2007",4
"5397","HSIC","2008",4
"5398","HSIC","2009",4
"5399","HSIC","2010",4
"5400","HSIC","2011",4
"5401","HSIC","2012",4
"5402","HSIC","2013",4
"5403","HSIC","2014",4
"5404","HSII","2008",4
"5405","HSII","2013",4
"5406","HSII","2014",4
"5407","HSKA","2008",4
"5408","HSKA","2009",4
"5409","HSKA","2011",4
"5410","HSKA","2012",4
"5411","HSKA","2013",4
"5412","HSKA","2014",4
"5413","HSNI","2009",4
"5414","HSNI","2010",4
"5415","HSNI","2011",4
"5416","HSNI","2012",4
"5417","HSNI","2013",4
"5418","HSNI","2014",4
"5419","HSON","2006",4
"5420","HSON","2007",4
"5421","HSON","2008",4
"5422","HSP","2006",4
"5423","HSP","2007",4
"5424","HSP","2008",4
"5425","HSP","2009",4
"5426","HSP","2010",4
"5427","HSP","2012",4
"5428","HSP","2013",4
"5429","HSP","2014",4
"5430","HST","2007",4
"5431","HST","2008",4
"5432","HST","2009",4
"5433","HST","2010",4
"5434","HST","2013",4
"5435","HSY","2006",4
"5436","HSY","2007",4
"5437","HSY","2008",4
"5438","HSY","2009",4
"5439","HSY","2010",4
"5440","HSY","2011",4
"5441","HSY","2012",4
"5442","HSY","2013",4
"5443","HSY","2014",4
"5444","HT","2014",4
"5445","HTBI","2012",4
"5446","HTBI","2013",4
"5447","HTBI","2014",4
"5448","HTCH","2006",4
"5449","HTD","2006",4
"5450","HTD","2007",4
"5451","HTGC","2006",4
"5452","HTGC","2010",4
"5453","HTH","2006",4
"5454","HTH","2007",4
"5455","HTH","2008",4
"5456","HTH","2009",4
"5457","HTH","2010",4
"5458","HTH","2011",4
"5459","HTH","2012",4
"5460","HTH","2013",4
"5461","HTH","2014",4
"5462","HTHIY","2006",4
"5463","HTHIY","2007",4
"5464","HTHIY","2008",4
"5465","HTHT","2013",4
"5466","HTHT","2014",4
"5467","HTLD","2008",4
"5468","HTLD","2010",4
"5469","HTM","2013",4
"5470","HTMXQ","2006",4
"5471","HTMXQ","2007",4
"5472","HTMXQ","2008",4
"5473","HTSI","2006",4
"5474","HTSI","2007",4
"5475","HTSI","2008",4
"5476","HTSI","2009",4
"5477","HTSI","2010",4
"5478","HTV","2006",4
"5479","HTV","2007",4
"5480","HTV","2008",4
"5481","HTX","2007",4
"5482","HTX","2008",4
"5483","HTZ","2011",4
"5484","HTZ","2013",4
"5485","HTZ","2014",4
"5486","HUBB","2012",4
"5487","HUBB","2013",4
"5488","HUM","2014",4
"5489","HUN","2006",4
"5490","HUN","2007",4
"5491","HUN","2008",4
"5492","HUN","2009",4
"5493","HUN","2010",4
"5494","HUN","2011",4
"5495","HUN","2012",4
"5496","HUN","2013",4
"5497","HUN","2014",4
"5498","HURN","2008",4
"5499","HWAY","2009",4
"5500","HWK","2006",4
"5501","HWK","2007",4
"5502","HWK","2008",4
"5503","HWK","2009",4
"5504","HWKN","2006",4
"5505","HWKN","2007",4
"5506","HWKN","2008",4
"5507","HWKN","2009",4
"5508","HWKN","2010",4
"5509","HWKN","2011",4
"5510","HWKN","2012",4
"5511","HWKN","2013",4
"5512","HXL","2006",4
"5513","HY","2013",4
"5514","HY","2014",4
"5515","HYI","2014",4
"5516","HYT","2008",4
"5517","HYT","2014",4
"5518","HZNP","2013",4
"5519","HZNP","2014",4
"5520","I","2006",4
"5521","I","2014",4
"5522","IAC","2006",4
"5523","IAC","2007",4
"5524","IAC","2008",4
"5525","IAC","2009",4
"5526","IAC","2010",4
"5527","IAC","2011",4
"5528","IAC","2012",4
"5529","IAC","2013",4
"5530","IAC","2014",4
"5531","IAL","2006",4
"5532","IBDRY","2006",4
"5533","IBKC","2009",4
"5534","IBKC","2012",4
"5535","IBKR","2008",4
"5536","IBKR","2009",4
"5537","IBKR","2013",4
"5538","IBKR","2014",4
"5539","IBM","2006",4
"5540","IBM","2007",4
"5541","IBM","2008",4
"5542","IBM","2009",4
"5543","IBM","2010",4
"5544","IBM","2011",4
"5545","IBM","2012",4
"5546","IBM","2013",4
"5547","IBM","2014",4
"5548","IBP","2014",4
"5549","ICB","2006",4
"5550","ICB","2007",4
"5551","ICB","2008",4
"5552","ICB","2014",4
"5553","ICE","2006",4
"5554","ICE","2007",4
"5555","ICE","2008",4
"5556","ICE","2009",4
"5557","ICE","2010",4
"5558","ICE","2011",4
"5559","ICE","2012",4
"5560","ICE","2013",4
"5561","ICE","2014",4
"5562","ICGN","2007",4
"5563","ICLR","2011",4
"5564","ICLR","2012",4
"5565","ICO","2006",4
"5566","ICOCZ","2006",4
"5567","ICUI","2006",4
"5568","ICUI","2007",4
"5569","ICUI","2008",4
"5570","ICUI","2009",4
"5571","ICUI","2010",4
"5572","ICUI","2011",4
"5573","ICUI","2012",4
"5574","ICUI","2013",4
"5575","ICUI","2014",4
"5576","IDARQ","2007",4
"5577","IDARQ","2008",4
"5578","IDC","2006",4
"5579","IDC","2007",4
"5580","IDC","2008",4
"5581","IDC","2009",4
"5582","IDE","2014",4
"5583","IDGR","2006",4
"5584","IDGR","2007",4
"5585","IDI","2010",4
"5586","IDI","2011",4
"5587","IDSY","2012",4
"5588","IDSY","2013",4
"5589","IDT","2006",4
"5590","IDT","2007",4
"5591","IDT","2008",4
"5592","IDTI","2012",4
"5593","IDTI","2013",4
"5594","IDTI","2014",4
"5595","IDXX","2006",4
"5596","IEP","2006",4
"5597","IEP","2007",4
"5598","IEP","2008",4
"5599","IEP","2009",4
"5600","IEP","2010",4
"5601","IEP","2011",4
"5602","IEP","2012",4
"5603","IEP","2013",4
"5604","IEP","2014",4
"5605","IEX","2006",4
"5606","IEX","2007",4
"5607","IEX","2008",4
"5608","IEX","2009",4
"5609","IEX","2010",4
"5610","IEX","2011",4
"5611","IEX","2012",4
"5612","IEX","2013",4
"5613","IEX","2014",4
"5614","IF","2008",4
"5615","IFF","2006",4
"5616","IFF","2007",4
"5617","IFF","2008",4
"5618","IFF","2009",4
"5619","IFF","2010",4
"5620","IFF","2011",4
"5621","IFF","2012",4
"5622","IFF","2013",4
"5623","IFF","2014",4
"5624","IFLO","2007",4
"5625","IFLO","2008",4
"5626","IFN","2007",4
"5627","IFN","2012",4
"5628","IFN","2013",4
"5629","IFOX","2006",4
"5630","IGA","2014",4
"5631","IGC","2010",4
"5632","IGC","2011",4
"5633","IGC","2012",4
"5634","IGOI","2010",4
"5635","IGOI","2012",4
"5636","IGOI","2013",4
"5637","IGR","2007",4
"5638","IGT","2006",4
"5639","IGT","2007",4
"5640","IGT","2008",4
"5641","IGT","2009",4
"5642","IGT","2010",4
"5643","IGT","2011",4
"5644","IGT","2012",4
"5645","IGT","2013",4
"5646","IGT","2014",4
"5647","IHC","2006",4
"5648","IHD","2014",4
"5649","IHG","2012",4
"5650","IHS","2006",4
"5651","IHS","2007",4
"5652","IIF","2006",4
"5653","IIF","2012",4
"5654","IIF","2013",4
"5655","III","2007",4
"5656","III","2008",4
"5657","III","2009",4
"5658","III","2010",4
"5659","III","2011",4
"5660","III","2012",4
"5661","IIIN","2006",4
"5662","IIIN","2007",4
"5663","IIIN","2008",4
"5664","IIIN","2011",4
"5665","IIIN","2012",4
"5666","IILG","2009",4
"5667","IILG","2010",4
"5668","IILG","2011",4
"5669","IILG","2012",4
"5670","IILG","2013",4
"5671","IILG","2014",4
"5672","IIM","2006",4
"5673","IIM","2007",4
"5674","IIM","2008",4
"5675","IIM","2009",4
"5676","IIN","2006",4
"5677","IIN","2007",4
"5678","IIN","2008",4
"5679","IIN","2009",4
"5680","IIN","2010",4
"5681","IIN","2011",4
"5682","IIN","2012",4
"5683","IIN","2013",4
"5684","IIN","2014",4
"5685","IINT","2006",4
"5686","IIONQ","2006",4
"5687","IKAN","2010",4
"5688","IKAN","2011",4
"5689","IKN","2006",4
"5690","IKN","2007",4
"5691","IL","2012",4
"5692","IL","2013",4
"5693","IL","2014",4
"5694","ILMN","2006",4
"5695","ILMN","2012",4
"5696","ILMN","2013",4
"5697","ILMN","2014",4
"5698","IM","2008",4
"5699","IM","2010",4
"5700","IM","2014",4
"5701","IMAX","2006",4
"5702","IMAX","2007",4
"5703","IMAX","2008",4
"5704","IMAX","2009",4
"5705","IMAX","2010",4
"5706","IMAX","2011",4
"5707","IMAX","2012",4
"5708","IMAX","2013",4
"5709","IMAX","2014",4
"5710","IMCL","2006",4
"5711","IMCL","2007",4
"5712","IMF","2006",4
"5713","IMF","2007",4
"5714","IMF","2008",4
"5715","IMF","2009",4
"5716","IMF","2010",4
"5717","IMF","2011",4
"5718","IMF","2012",4
"5719","IMF","2013",4
"5720","IMG","2006",4
"5721","IMG","2007",4
"5722","IMG","2008",4
"5723","IMG","2009",4
"5724","IMG","2010",4
"5725","IMI","2012",4
"5726","IMI","2014",4
"5727","IMKTA","2006",4
"5728","IMKTA","2007",4
"5729","IMKTA","2008",4
"5730","IMKTA","2009",4
"5731","IMKTA","2010",4
"5732","IMKTA","2011",4
"5733","IMKTA","2012",4
"5734","IMKTA","2013",4
"5735","IMKTA","2014",4
"5736","IMMR","2009",4
"5737","IMN","2006",4
"5738","IMN","2007",4
"5739","IMN","2008",4
"5740","IMN","2011",4
"5741","IMN","2012",4
"5742","IMN","2013",4
"5743","IMN","2014",4
"5744","IMNY","2007",4
"5745","IN","2006",4
"5746","IN","2007",4
"5747","IN","2008",4
"5748","IN","2009",4
"5749","IN","2010",4
"5750","IN","2011",4
"5751","IN","2012",4
"5752","INAP","2012",4
"5753","INAP","2013",4
"5754","INAP","2014",4
"5755","INDB","2006",4
"5756","INDB","2007",4
"5757","INDB","2008",4
