"","Symbol","Year","Count"
"11912","YBTVQ","2007",4
"11913","YBTVQ","2008",4
"11914","YDNT","2006",4
"11915","YDNT","2007",4
"11916","YDNT","2008",4
"11917","YDNT","2009",4
"11918","YDNT","2010",4
"11919","YDNT","2011",4
"11920","YDNT","2012",4
"11921","YHOO","2006",4
"11922","YHOO","2007",4
"11923","YHOO","2008",4
"11924","YHOO","2009",4
"11925","YHOO","2010",4
"11926","YHOO","2011",4
"11927","YHOO","2012",4
"11928","YHOO","2013",4
"11929","YHOO","2014",4
"11930","YORW","2006",4
"11931","YORW","2007",4
"11932","YORW","2008",4
"11933","YORW","2009",4
"11934","YORW","2010",4
"11935","YORW","2011",4
"11936","YORW","2012",4
"11937","YORW","2013",4
"11938","YORW","2014",4
"11939","YPF","2011",4
"11940","YPF","2012",4
"11941","YPF","2013",4
"11942","YPF","2014",4
"11943","YRI","2006",4
"11944","YRI","2007",4
"11945","YRI","2008",4
"11946","YRI","2009",4
"11947","YRI","2012",4
"11948","YRI","2013",4
"11949","YRI","2014",4
"11950","YUM","2006",4
"11951","YUM","2007",4
"11952","YUM","2008",4
"11953","YUM","2009",4
"11954","YUM","2010",4
"11955","YUM","2011",4
"11956","YUM","2012",4
"11957","YUM","2013",4
"11958","ZAGG","2014",4
"11959","ZAIS","2014",4
"11960","ZAZA","2010",4
"11961","ZAZA","2011",4
"11962","ZAZA","2012",4
"11963","ZAZA","2013",4
"11964","ZBH","2006",4
"11965","ZBH","2007",4
"11966","ZBH","2008",4
"11967","ZBH","2009",4
"11968","ZBH","2010",4
"11969","ZBH","2011",4
"11970","ZBH","2012",4
"11971","ZBH","2013",4
"11972","ZBH","2014",4
"11973","ZBRA","2008",4
"11974","ZBRA","2009",4
"11975","ZBRA","2010",4
"11976","ZBRA","2011",4
"11977","ZBRA","2012",4
"11978","ZBRA","2013",4
"11979","ZBRA","2014",4
"11980","ZEP","2008",4
"11981","ZEP","2009",4
"11982","ZEP","2010",4
"11983","ZEP","2011",4
"11984","ZEP","2012",4
"11985","ZEP","2013",4
"11986","ZEP","2014",4
"11987","ZF","2006",4
"11988","ZF","2007",4
"11989","ZF","2008",4
"11990","ZF","2009",4
"11991","ZF","2010",4
"11992","ZF","2011",4
"11993","ZF","2012",4
"11994","ZF","2013",4
"11995","ZF","2014",4
"11996","ZG","2014",4
"11997","ZGEN","2008",4
"11998","ZGEN","2009",4
"11999","ZIGO","2009",4
"12000","ZIGO","2010",4
"12001","ZIGO","2011",4
"12002","ZIGO","2012",4
"12003","ZIGO","2013",4
"12004","ZILA","2007",4
"12005","ZILG","2007",4
"12006","ZION","2006",4
"12007","ZION","2007",4
"12008","ZIPR","2013",4
"12009","ZIXI","2007",4
"12010","ZIXI","2009",4
"12011","ZN","2012",4
"12012","ZNGA","2013",4
"12013","ZNGA","2014",4
"12014","ZOLT","2012",4
"12015","ZOLT","2013",4
"12016","ZQKSQ","2006",4
"12017","ZTR","2007",4
"12018","ZTR","2008",4
"12019","ZTR","2009",4
"12020","ZTR","2011",4
"12021","ZTR","2012",4
"12022","ZTR","2013",4
"12023","ZTR","2014",4
"12024","ZTS","2014",4
"12025","ZZ","2008",4
"12026","A","2012",3
"12027","A","2015",3
"12028","AA","2015",3
"12029","AACPF","2012",3
"12030","AAIR","2009",3
"12031","AAL","2010",3
"12032","AAL","2011",3
"12033","AAL","2015",3
"12034","AAMC","2014",3
"12035","AAN","2015",3
"12036","AAP","2011",3
"12037","AAP","2015",3
"12038","AAPL","2015",3
"12039","AATI","2011",3
"12040","AAV","2010",3
"12041","AB","2015",3
"12042","ABB","2006",3
"12043","ABB","2015",3
"12044","ABBV","2015",3
"12045","ABC","2007",3
"12046","ABC","2014",3
"12047","ABC","2015",3
"12048","ABCD","2007",3
"12049","ABCD","2015",3
"12050","ABCO","2006",3
"12051","ABCW","2015",3
"12052","ABIL","2015",3
"12053","ABIO","2006",3
"12054","ABKFQ","2007",3
"12055","ABT","2015",3
"12056","ABTL","2008",3
"12057","ABTL","2015",3
"12058","ABVT","2009",3
"12059","ABWTQ","2006",3
"12060","ABX","2015",3
"12061","ABY","2015",3
"12062","ACAP","2010",3
"12063","ACAS","2007",3
"12064","ACAS","2011",3
"12065","ACAS","2015",3
"12066","ACC","2012",3
"12067","ACC","2014",3
"12068","ACCO","2015",3
"12069","ACET","2006",3
"12070","ACF","2006",3
"12071","ACF","2007",3
"12072","ACFN","2012",3
"12073","ACG","2015",3
"12074","ACGL","2007",3
"12075","ACHC","2010",3
"12076","ACIIQ","2009",3
"12077","ACIIQ","2011",3
"12078","ACIW","2011",3
"12079","ACLI","2006",3
"12080","ACLI","2008",3
"12081","ACLS","2006",3
"12082","ACLS","2008",3
"12083","ACLS","2015",3
"12084","ACM","2010",3
"12085","ACM","2011",3
"12086","ACM","2015",3
"12087","ACMR","2006",3
"12088","ACMR","2008",3
"12089","ACN","2006",3
"12090","ACN","2010",3
"12091","ACOR","2007",3
"12092","ACPIQ","2006",3
"12093","ACPIQ","2009",3
"12094","ACTA","2009",3
"12095","ACTA","2010",3
"12096","ACTG","2011",3
"12097","ACTI","2008",3
"12098","ACTI","2010",3
"12099","ACU","2006",3
"12100","ACU","2009",3
"12101","ACVFX","2008",3
"12102","ACXM","2011",3
"12103","AD","2006",3
"12104","ADBE","2015",3
"12105","ADCT","2008",3
"12106","ADEP","2007",3
"12107","ADEX","2006",3
"12108","ADGE","2015",3
"12109","ADGF","2010",3
"12110","ADGI","2010",3
"12111","ADI","2007",3
"12112","ADM","2015",3
"12113","ADO","2006",3
"12114","ADP","2009",3
"12115","ADP","2012",3
"12116","ADP","2014",3
"12117","ADP","2015",3
"12118","ADPI","2007",3
"12119","ADRX","2006",3
"12120","ADS","2014",3
"12121","ADSK","2006",3
"12122","ADSK","2007",3
"12123","ADSK","2008",3
"12124","ADSK","2015",3
"12125","ADT","2015",3
"12126","ADX","2015",3
"12127","AEC","2014",3
"12128","AEE","2012",3
"12129","AEE","2014",3
"12130","AEGN","2007",3
"12131","AEGN","2015",3
"12132","AEGR","2015",3
"12133","AEM","2015",3
"12134","AEO","2007",3
"12135","AEP","2015",3
"12136","AER","2007",3
"12137","AER","2015",3
"12138","AERG","2006",3
"12139","AES","2015",3
"12140","AF","2010",3
"12141","AFB","2008",3
"12142","AFCB","2013",3
"12143","AFG","2008",3
"12144","AFG","2014",3
"12145","AFL","2010",3
"12146","AGCO","2010",3
"12147","AGI","2015",3
"12148","AGII","2015",3
"12149","AGNC","2012",3
"12150","AGNC","2015",3
"12151","AGO","2014",3
"12152","AGR","2010",3
"12153","AGR","2015",3
"12154","AGU","2010",3
"12155","AGU","2013",3
"12156","AGU","2014",3
"12157","AGU","2015",3
"12158","AGYS","2015",3
"12159","AH","2006",3
"12160","AHC","2012",3
"12161","AHC","2015",3
"12162","AHGP","2006",3
"12163","AHGP","2010",3
"12164","AHGP","2015",3
"12165","AHL","2014",3
"12166","AHL","2015",3
"12167","AHT","2011",3
"12168","AI","2008",3
"12169","AIG","2009",3
"12170","AIG","2015",3
"12171","AIII","2014",3
"12172","AIN","2008",3
"12173","AIN","2010",3
"12174","AIN","2015",3
"12175","AINC","2015",3
"12176","AIQ","2013",3
"12177","AIR","2015",3
"12178","AIRT","2015",3
"12179","AIV","2008",3
"12180","AIV","2011",3
"12181","AIV","2013",3
"12182","AIZ","2006",3
"12183","AIZ","2009",3
"12184","AIZ","2014",3
"12185","AJG","2015",3
"12186","AJRD","2015",3
"12187","AKAM","2015",3
"12188","AKP","2013",3
"12189","AKP","2015",3
"12190","AKRX","2015",3
"12191","AKS","2010",3
"12192","AL","2007",3
"12193","AL","2014",3
"12194","ALB","2015",3
"12195","ALCSQ","2014",3
"12196","ALDN","2006",3
"12197","ALE","2015",3
"12198","ALEX","2015",3
"12199","ALGN","2015",3
"12200","ALK","2009",3
"12201","ALK","2014",3
"12202","ALKS","2008",3
"12203","ALL","2015",3
"12204","ALLE","2015",3
"12205","ALLI","2007",3
"12206","ALLP","2006",3
"12207","ALLY","2014",3
"12208","ALLY","2015",3
"12209","ALN","2010",3
"12210","ALO","2008",3
"12211","ALOG","2006",3
"12212","ALOG","2011",3
"12213","ALOY","2009",3
"12214","ALR","2015",3
"12215","ALSK","2006",3
"12216","ALSK","2007",3
"12217","ALSK","2013",3
"12218","ALSK","2015",3
"12219","ALSN","2015",3
"12220","ALTR","2009",3
"12221","ALTR","2015",3
"12222","ALTV","2015",3
"12223","ALU","2010",3
"12224","ALU","2014",3
"12225","ALV","2006",3
"12226","ALV","2007",3
"12227","ALV","2008",3
"12228","ALXN","2008",3
"12229","ALXN","2010",3
"12230","AMAC","2007",3
"12231","AMAT","2015",3
"12232","AMBC","2013",3
"12233","AMBC","2015",3
"12234","AMBR","2015",3
"12235","AMCC","2007",3
"12236","AMCC","2014",3
"12237","AMCX","2015",3
"12238","AMD","2006",3
"12239","AMD","2010",3
"12240","AMD","2011",3
"12241","AME","2015",3
"12242","AMED","2008",3
"12243","AMED","2010",3
"12244","AMFW","2010",3
"12245","AMFW","2012",3
"12246","AMG","2011",3
"12247","AMGN","2015",3
"12248","AMIC","2010",3
"12249","AMIEQ","2006",3
"12250","AMKR","2010",3
"12251","AMN","2006",3
"12252","AMOT","2015",3
"12253","AMP","2015",3
"12254","AMRI","2015",3
"12255","AMT","2014",3
"12256","AMT","2015",3
"12257","AMTD","2008",3
"12258","AMTD","2010",3
"12259","AMTD","2015",3
"12260","AMWD","2013",3
"12261","AMX","2015",3
"12262","AMZN","2007",3
"12263","AMZN","2008",3
"12264","AMZN","2015",3
"12265","AN","2015",3
"12266","ANCB","2015",3
"12267","ANDE","2011",3
"12268","ANDE","2012",3
"12269","ANEN","2011",3
"12270","ANF","2009",3
"12271","ANF","2012",3
"12272","ANGO","2015",3
"12273","ANIP","2015",3
"12274","ANLY","2009",3
"12275","ANRZQ","2012",3
"12276","ANRZQ","2014",3
"12277","ANS","2006",3
"12278","ANSS","2006",3
"12279","ANSS","2014",3
"12280","ANTM","2008",3
"12281","ANTM","2012",3
"12282","ANTM","2015",3
"12283","ANY","2006",3
"12284","ANY","2015",3
"12285","AOD","2015",3
"12286","AOI","2010",3
"12287","AOL","2013",3
"12288","AOL","2014",3
"12289","AON","2015",3
"12290","AONEQ","2010",3
"12291","AOS","2015",3
"12292","AOSL","2015",3
"12293","AP","2015",3
"12294","APA","2015",3
"12295","APB","2007",3
"12296","APB","2015",3
"12297","APC","2015",3
"12298","APD","2006",3
"12299","APD","2009",3
"12300","APD","2015",3
"12301","APF","2015",3
"12302","APH","2010",3
"12303","APLX","2007",3
"12304","APN","2006",3
"12305","APO","2006",3
"12306","APO","2013",3
"12307","APO","2015",3
"12308","APOL","2009",3
"12309","APPB","2007",3
"12310","APRI","2015",3
"12311","APT","2011",3
"12312","APTS","2014",3
"12313","APU","2015",3
"12314","APYI","2006",3
"12315","APYI","2009",3
"12316","ARB","2010",3
"12317","ARBA","2006",3
"12318","ARCC","2014",3
"12319","ARCHER","2010",3
"12320","ARCO","2015",3
"12321","AREX","2015",3
"12322","ARG","2015",3
"12323","ARI","2010",3
"12324","ARIA","2012",3
"12325","ARIA","2015",3
"12326","ARII","2015",3
"12327","ARIS","2013",3
"12328","ARJ","2011",3
"12329","ARMK","2015",3
"12330","ARO","2008",3
"12331","ARO","2013",3
"12332","AROC","2009",3
"12333","AROC","2011",3
"12334","AROC","2015",3
"12335","ARPI","2015",3
"12336","ARR","2009",3
"12337","ARR","2012",3
"12338","ARRS","2014",3
"12339","ARRY","2007",3
"12340","ARTNA","2010",3
"12341","ARTX","2015",3
"12342","ARW","2007",3
"12343","ARW","2008",3
"12344","ARW","2009",3
"12345","ARW","2014",3
"12346","ARXT","2007",3
"12347","ASB","2008",3
"12348","ASB","2009",3
"12349","ASBB","2015",3
"12350","ASBI","2015",3
"12351","ASCMA","2015",3
"12352","ASCQU","2006",3
"12353","ASG","2012",3
"12354","ASGN","2006",3
"12355","ASGR","2010",3
"12356","ASH","2015",3
"12357","ASHW","2008",3
"12358","ASML","2010",3
"12359","ASN","2007",3
"12360","ASNA","2006",3
"12361","ASNA","2009",3
"12362","ASNA","2012",3
"12363","ASNA","2013",3
"12364","ASPM","2007",3
"12365","ASPM","2009",3
"12366","ASPS","2014",3
"12367","ASTE","2010",3
"12368","ASTE","2015",3
"12369","ASX","2006",3
"12370","ASYS","2008",3
"12371","ASYS","2009",3
"12372","ASYS","2015",3
"12373","ASYTQ","2006",3
"12374","ASYTQ","2008",3
"12375","AT","2007",3
"12376","ATEC","2007",3
"12377","ATHL","2014",3
"12378","ATI","2007",3
"12379","ATI","2010",3
"12380","ATI","2011",3
"12381","ATI","2014",3
"12382","ATMI","2013",3
"12383","ATML","2007",3
"12384","ATML","2011",3
"12385","ATML","2012",3
"12386","ATN","2008",3
"12387","ATNI","2010",3
"12388","ATNY","2015",3
"12389","ATO","2010",3
"12390","ATO","2011",3
"12391","ATP","2014",3
"12392","ATP","2015",3
"12393","ATPAQ","2009",3
"12394","ATR","2015",3
"12395","ATRM","2015",3
"12396","ATRO","2015",3
"12397","ATSG","2015",3
"12398","ATSI","2006",3
"12399","ATU","2008",3
"12400","ATVI","2015",3
"12401","ATW","2007",3
"12402","ATX","2013",3
"12403","AU","2015",3
"12404","AUO","2010",3
"12405","AUTH","2009",3
"12406","AUTH","2012",3
"12407","AV","2007",3
"12408","AVA","2010",3
"12409","AVA","2015",3
"12410","AVAV","2014",3
"12411","AVB","2006",3
"12412","AVB","2011",3
"12413","AVB","2012",3
"12414","AVEO","2015",3
"12415","AVGN","2009",3
"12416","AVGO","2011",3
"12417","AVGO","2014",3
"12418","AVID","2006",3
"12419","AVID","2015",3
"12420","AVK","2009",3
"12421","AVNR","2006",3
"12422","AVNW","2009",3
"12423","AVNW","2015",3
"12424","AVOL","2015",3
"12425","AVP","2015",3
"12426","AVT","2009",3
"12427","AVT","2015",3
"12428","AVY","2007",3
"12429","AWH","2011",3
"12430","AWI","2014",3
"12431","AWI","2015",3
"12432","AWK","2008",3
"12433","AWK","2015",3
"12434","AWP","2009",3
"12435","AWR","2010",3
"12436","AXAS","2007",3
"12437","AXAS","2013",3
"12438","AXC","2007",3
"12439","AXDX","2015",3
"12440","AXE","2012",3
"12441","AXE","2014",3
"12442","AXE","2015",3
"12443","AXG","2009",3
"12444","AXLL","2012",3
"12445","AXLL","2015",3
"12446","AXP","2015",3
"12447","AXR","2010",3
"12448","AXS","2008",3
"12449","AXS","2015",3
"12450","AXST","2009",3
"12451","AXTI","2010",3
"12452","AXTI","2015",3
"12453","AYI","2015",3
"12454","AYR","2009",3
"12455","AZN","2014",3
"12456","AZO","2015",3
"12457","AZPN","2011",3
"12458","AZZ","2006",3
"12459","AZZ","2015",3
"12460","B","2015",3
"12461","BA","2015",3
"12462","BABA","2015",3
"12463","BABY","2011",3
"12464","BABY","2013",3
"12465","BAC","2015",3
"12466","BAF","2009",3
"12467","BAF","2015",3
"12468","BAGL","2007",3
"12469","BAGL","2014",3
"12470","BANC","2013",3
"12471","BANC","2014",3
"12472","BANC","2015",3
"12473","BAS","2011",3
"12474","BAX","2015",3
"12475","BB","2007",3
"12476","BB","2010",3
"12477","BB","2011",3
"12478","BB","2015",3
"12479","BBBY","2006",3
"12480","BBBY","2007",3
"12481","BBBY","2015",3
"12482","BBCN","2015",3
"12483","BBG","2008",3
"12484","BBG","2010",3
"12485","BBG","2012",3
"12486","BBGI","2015",3
"12487","BBL","2009",3
"12488","BBN","2013",3
"12489","BBND","2007",3
"12490","BBND","2011",3
"12491","BBSI","2006",3
"12492","BBT","2015",3
"12493","BBW","2011",3
"12494","BBW","2012",3
"12495","BBW","2015",3
"12496","BBX","2009",3
"12497","BBX","2011",3
"12498","BBY","2015",3
"12499","BC","2008",3
"12500","BC","2009",3
"12501","BC","2010",3
"12502","BC","2015",3
"12503","BCB","2011",3
"12504","BCB","2015",3
"12505","BCBP","2015",3
"12506","BCE","2015",3
"12507","BCO","2015",3
"12508","BCOR","2009",3
"12509","BCOR","2015",3
"12510","BCPC","2006",3
"12511","BCR","2013",3
"12512","BCSI","2008",3
"12513","BCSI","2010",3
"12514","BCV","2015",3
"12515","BCX","2015",3
"12516","BDBD","2015",3
"12517","BDC","2015",3
"12518","BDE","2015",3
"12519","BDJ","2013",3
"12520","BDJ","2015",3
"12521","BDR","2006",3
"12522","BDSI","2010",3
"12523","BDX","2015",3
"12524","BEAT","2013",3
"12525","BEAT","2015",3
"12526","BEAV","2015",3
"12527","BEC","2007",3
"12528","BEC","2010",3
"12529","BECN","2006",3
"12530","BEL","2015",3
"12531","BELFA","2007",3
"12532","BELFA","2015",3
"12533","BEN","2015",3
"12534","BERY","2013",3
"12535","BEXP","2010",3
"12536","BFC","2008",3
"12537","BFED","2008",3
"12538","BFIN","2015",3
"12539","BFO","2009",3
"12540","BFTH","2007",3
"12541","BFY","2014",3
"12542","BG","2015",3
"12543","BGB","2015",3
"12544","BGCP","2007",3
"12545","BGFV","2015",3
"12546","BGPTQ","2007",3
"12547","BGR","2006",3
"12548","BGR","2013",3
"12549","BGR","2014",3
"12550","BGS","2015",3
"12551","BGY","2008",3
"12552","BGY","2015",3
"12553","BH","2009",3
"12554","BH","2015",3
"12555","BHACU","2015",3
"12556","BHBCQ","2007",3
"12557","BHBK","2015",3
"12558","BHE","2015",3
"12559","BHI","2012",3
"12560","BHI","2015",3
"12561","BHK","2007",3
"12562","BHK","2013",3
"12563","BHK","2015",3
"12564","BHLB","2014",3
"12565","BHP","2010",3
"12566","BID","2006",3
"12567","BID","2015",3
"12568","BIDU","2012",3
"12569","BIDU","2015",3
"12570","BIE","2015",3
"12571","BIF","2007",3
"12572","BIF","2015",3
"12573","BIIB","2015",3
"12574","BIN","2006",3
"12575","BIN","2015",3
"12576","BIO","2015",3
"12577","BIOL","2015",3
"12578","BIOS","2015",3
"12579","BIP","2013",3
"12580","BIP","2015",3
"12581","BIRT","2012",3
"12582","BIRT","2013",3
"12583","BIVN","2007",3
"12584","BJ","2010",3
"12585","BJ","2011",3
"12586","BK","2015",3
"12587","BKBO","2009",3
"12588","BKD","2010",3
"12589","BKD","2015",3
"12590","BKFG","2006",3
"12591","BKH","2015",3
"12592","BKR","2009",3
"12593","BKR","2012",3
"12594","BKS","2010",3
"12595","BKS","2015",3
"12596","BKT","2015",3
"12597","BKU","2012",3
"12598","BKUNQ","2006",3
"12599","BL","2006",3
"12600","BLC","2013",3
"12601","BLDR","2015",3
"12602","BLK","2015",3
"12603","BLL","2008",3
"12604","BLL","2015",3
"12605","BLMN","2015",3
"12606","BLMT","2015",3
"12607","BLN","2008",3
"12608","BLT","2013",3
"12609","BLT","2015",3
"12610","BLUD","2009",3
"12611","BLW","2015",3
"12612","BMC","2009",3
"12613","BMC","2010",3
"12614","BMI","2015",3
"12615","BMO","2011",3
"12616","BMO","2012",3
"12617","BMR","2006",3
"12618","BMT","2006",3
"12619","BMT","2009",3
"12620","BMT","2010",3
"12621","BMY","2015",3
"12622","BNCL","2015",3
"12623","BNE","2010",3
"12624","BNI","2006",3
"12625","BNS","2007",3
"12626","BNS","2012",3
"12627","BNVIQ","2009",3
"12628","BOBE","2013",3
"12629","BOBE","2015",3
"12630","BOE","2007",3
"12631","BOE","2009",3
"12632","BOE","2015",3
"12633","BOFLQ","2009",3
"12634","BOL","2007",3
"12635","BONT","2015",3
"12636","BP","2015",3
"12637","BPFH","2006",3
"12638","BPFH","2009",3
"12639","BPFH","2015",3
"12640","BPL","2015",3
"12641","BPOP","2010",3
"12642","BPOP","2011",3
"12643","BPOP","2015",3
"12644","BPY","2012",3
"12645","BPY","2013",3
"12646","BQH","2014",3
"12647","BQH","2015",3
"12648","BR","2007",3
"12649","BR","2015",3
"12650","BRCD","2009",3
"12651","BRCD","2015",3
"12652","BRCM","2009",3
"12653","BRCM","2014",3
"12654","BRCM","2015",3
"12655","BREW","2007",3
"12656","BRKL","2006",3
"12657","BRKR","2010",3
"12658","BRKR","2014",3
"12659","BRKS","2010",3
"12660","BRM","2008",3
"12661","BRNC","2006",3
"12662","BRNC","2007",3
"12663","BRO","2009",3
"12664","BRO","2011",3
"12665","BRP","2014",3
"12666","BRSS","2013",3
"12667","BRSS","2015",3
"12668","BSE","2015",3
"12669","BSET","2010",3
"12670","BSET","2015",3
"12671","BSG","2006",3
"12672","BST","2015",3
"12673","BSX","2015",3
"12674","BT","2010",3
"12675","BTA","2008",3
"12676","BTA","2015",3
"12677","BTH","2012",3
"12678","BTH","2015",3
"12679","BTN","2015",3
"12680","BTO","2007",3
"12681","BTO","2012",3
"12682","BTT","2015",3
"12683","BTU","2015",3
"12684","BTZ","2015",3
"12685","BUCY","2008",3
"12686","BUCY","2010",3
"12687","BUD","2008",3
"12688","BUD","2015",3
"12689","BURL","2015",3
"12690","BUS","2008",3
"12691","BV","2015",3
"12692","BVN","2010",3
"12693","BWA","2015",3
"12694","BWG","2013",3
"12695","BWP","2007",3
"12696","BWP","2008",3
"12697","BWP","2015",3
"12698","BWTRQ","2008",3
"12699","BWXT","2015",3
"12700","BX","2015",3
"12701","BXC","2015",3
"12702","BXE","2015",3
"12703","BXMX","2007",3
"12704","BXP","2007",3
"12705","BXP","2013",3
"12706","BXP","2014",3
"12707","BYD","2015",3
"12708","BYM","2015",3
"12709","BZC","2015",3
"12710","BZH","2010",3
"12711","C","2015",3
"12712","CA","2007",3
"12713","CA","2008",3
"12714","CA","2009",3
"12715","CA","2011",3
"12716","CAA","2011",3
"12717","CAA","2012",3
"12718","CAA","2015",3
"12719","CAAS","2010",3
"12720","CACHQ","2014",3
"12721","CACI","2007",3
"12722","CACI","2011",3
"12723","CACS","2007",3
"12724","CAF","2015",3
"12725","CAG","2015",3
"12726","CAH","2006",3
"12727","CAH","2007",3
"12728","CAH","2011",3
"12729","CAH","2012",3
"12730","CAH","2014",3
"12731","CAH","2015",3
"12732","CAJ","2007",3
"12733","CAJ","2011",3
"12734","CAKE","2015",3
"12735","CALD","2010",3
"12736","CALD","2012",3
"12737","CALD","2013",3
"12738","CALP","2007",3
"12739","CAM","2015",3
"12740","CANOQ","2006",3
"12741","CANOQ","2008",3
"12742","CANOQ","2011",3
"12743","CAPA","2006",3
"12744","CAQ","2007",3
"12745","CAR","2009",3
"12746","CAR","2011",3
"12747","CAR","2014",3
"12748","CAR","2015",3
"12749","CARB","2015",3
"12750","CAS","2013",3
"12751","CAS","2015",3
"12752","CASA","2009",3
"12753","CASC","2006",3
"12754","CASH","2011",3
"12755","CASM","2009",3
"12756","CASY","2015",3
"12757","CAW","2015",3
"12758","CB","2006",3
"12759","CB","2009",3
"12760","CBCGQ","2008",3
"12761","CBF","2006",3
"12762","CBFV","2015",3
"12763","CBG","2015",3
"12764","CBI","2015",3
"12765","CBIO","2013",3
"12766","CBIO","2015",3
"12767","CBK","2012",3
"12768","CBL","2013",3
"12769","CBL","2015",3
"12770","CBNJ","2011",3
"12771","CBNJ","2015",3
"12772","CBR","2015",3
"12773","CBRL","2015",3
"12774","CBU","2015",3
"12775","CCA","2013",3
"12776","CCA","2015",3
"12777","CCC","2006",3
"12778","CCC","2009",3
"12779","CCG","2015",3
"12780","CCHGY","2010",3
"12781","CCI","2015",3
"12782","CCNI","2009",3
"12783","CCO","2015",3
"12784","CCOI","2006",3
"12785","CCRN","2015",3
"12786","CCTYQ","2006",3
"12787","CCUR","2008",3
"12788","CDK","2015",3
"12789","CDNS","2008",3
"12790","CDNS","2010",3
"12791","CDVIQ","2006",3
"12792","CDWC","2007",3
"12793","CDZI","2006",3
"12794","CDZI","2009",3
"12795","CDZI","2010",3
"12796","CDZI","2015",3
"12797","CE","2006",3
"12798","CE","2007",3
"12799","CECO","2010",3
"12800","CEDCQ","2007",3
"12801","CEDCQ","2010",3
"12802","CEE","2014",3
"12803","CEF","2009",3
"12804","CEF","2012",3
"12805","CEF","2015",3
"12806","CELG","2006",3
"12807","CELG","2008",3
"12808","CELG","2015",3
"12809","CEN","2007",3
"12810","CENX","2008",3
"12811","CENX","2011",3
"12812","CENX","2015",3
"12813","CEPH","2011",3
"12814","CET","2007",3
"12815","CET","2015",3
"12816","CEXE","2008",3
"12817","CF","2010",3
"12818","CFD","2015",3
"12819","CFFN","2008",3
"12820","CFFN","2015",3
"12821","CFG","2015",3
"12822","CFNL","2007",3
"12823","CFX","2009",3
"12824","CFX","2015",3
"12825","CGG","2006",3
"12826","CGMCQ","2006",3
"12827","CHA","2008",3
"12828","CHA","2010",3
"12829","CHBT","2009",3
"12830","CHC","2010",3
"12831","CHD","2015",3
"12832","CHDN","2015",3
"12833","CHE","2015",3
"12834","CHEV","2015",3
"12835","CHFN","2014",3
"12836","CHH","2006",3
"12837","CHH","2008",3
"12838","CHHP","2010",3
"12839","CHIC","2006",3
"12840","CHK","2015",3
"12841","CHKE","2006",3
"12842","CHKE","2014",3
"12843","CHKE","2015",3
"12844","CHKP","2010",3
"12845","CHKP","2011",3
"12846","CHKP","2013",3
"12847","CHKP","2015",3
"12848","CHL","2015",3
"12849","CHMT","2009",3
"12850","CHMT","2015",3
"12851","CHN","2011",3
"12852","CHN","2013",3
"12853","CHN","2015",3
"12854","CHNL","2007",3
"12855","CHRK","2008",3
"12856","CHS","2006",3
"12857","CHT","2007",3
"12858","CHTR","2015",3
"12859","CHU","2010",3
"12860","CHV","2008",3
"12861","CHW","2008",3
"12862","CHW","2010",3
"12863","CHW","2012",3
"12864","CI","2006",3
"12865","CI","2007",3
"12866","CI","2008",3
"12867","CI","2015",3
"12868","CIDM","2008",3
"12869","CIE","2010",3
"12870","CIE","2011",3
"12871","CIF","2015",3
"12872","CINF","2007",3
"12873","CINF","2008",3
"12874","CINF","2014",3
"12875","CIR","2015",3
"12876","CISG","2011",3
"12877","CIT","2015",3
"12878","CJBK","2009",3
"12879","CJES","2015",3
"12880","CJR","2010",3
"12881","CKEC","2015",3
"12882","CKFR","2006",3
"12883","CKFR","2007",3
"12884","CKP","2012",3
"12885","CKSW","2013",3
"12886","CKXE","2007",3
"12887","CL","2015",3
"12888","CLB","2006",3
"12889","CLBS","2011",3
"12890","CLC","2015",3
"12891","CLCT","2006",3
"12892","CLCT","2007",3
"12893","CLCT","2015",3
"12894","CLD","2014",3
"12895","CLDX","2007",3
"12896","CLF","2007",3
"12897","CLF","2008",3
"12898","CLF","2011",3
"12899","CLF","2013",3
"12900","CLF","2015",3
"12901","CLGX","2012",3
"12902","CLI","2007",3
"12903","CLI","2008",3
"12904","CLI","2010",3
"12905","CLI","2015",3
"12906","CLM","2011",3
"12907","CLMS","2015",3
"12908","CLS","2010",3
"12909","CLWR","2011",3
"12910","CLWR","2012",3
"12911","CMA","2011",3
"12912","CMA","2015",3
"12913","CMC","2008",3
"12914","CMC","2010",3
"12915","CMC","2012",3
"12916","CMCO","2006",3
"12917","CMCO","2008",3
"12918","CMCSA","2015",3
"12919","CME","2006",3
"12920","CME","2015",3
"12921","CMI","2015",3
"12922","CMK","2010",3
"12923","CMK","2012",3
"12924","CMLS","2015",3
"12925","CMN","2008",3
"12926","CMN","2015",3
"12927","CMO","2007",3
"12928","CMP","2008",3
"12929","CMP","2009",3
"12930","CMP","2010",3
"12931","CMS","2015",3
"12932","CMSB","2007",3
"12933","CMT","2015",3
"12934","CMTL","2006",3
"12935","CNA","2008",3
"12936","CNA","2009",3
"12937","CNC","2014",3
"12938","CNC","2015",3
"12939","CNEP","2009",3
"12940","CNEP","2010",3
"12941","CNHI","2015",3
"12942","CNL","2010",3
"12943","CNL","2014",3
"12944","CNL","2015",3
"12945","CNLMR","2015",3
"12946","CNMD","2015",3
"12947","CNP","2014",3
"12948","CNQ","2008",3
"12949","CNQ","2011",3
"12950","CNQ","2014",3
"12951","CNQR","2010",3
